ticker,date,run_pct,drop_pct,retrace,run_bars,drop_bars,L_atr,n_sup,room_to_sup,nearest_gap,held_highest_HL,err_fixed35,err_fixed50,err_highHL,err_recentHL,err_launch,run_bkt
WMT,2022-08-11,0.8775335870156057,0.3849114703618167,0.4424778761061965,12,4,0.1529464218735734,3,1.0,0.5575221238938035,True,0.09247787610619647,0.057522123893803526,0.5575221238938035,0.5575221238938035,0.5575221238938035,small
WMT,2022-08-15,1.055458878716812,1.1492531726125832,1.1003584229390575,11,15,0.1782731400728981,2,1.1111111111111112,0.010752688172053526,True,0.7503584229390647,0.6003584229390678,0.010752688172053526,0.010752688172053526,0.10035842293905758,medium
WMT,2022-08-29,1.6910420475319918,0.36329588014982295,0.21846846846847473,27,3,0.18814665078159062,5,0.4459459459459503,0.22747747747747554,True,0.1315315315315195,0.28153153153153165,0.22747747747747554,0.22747747747747554,0.7815315315315253,huge
WMT,2022-09-06,1.2047277011363264,0.9763424708974925,0.8201892744479525,14,16,0.2905325286155776,2,1.318611987381699,0.4984227129337464,True,0.4701892744479463,0.3201892744479615,0.4984227129337464,0.4984227129337464,0.1798107255520474,medium
WMT,2022-09-08,1.035962705342612,0.3076021678628882,0.29999999999998983,17,2,0.1643767733225961,4,0.26071428571427085,0.039285714285718996,True,0.05000000000001523,0.2000000000000203,0.039285714285718996,0.039285714285718996,0.7000000000000102,medium
WMT,2022-09-16,1.1102661596958237,0.42117930204572973,0.3835616438356159,15,3,0.2380015243037562,4,0.3561643835616489,0.027397260273967,True,0.03356164383562077,0.11643835616437437,0.027397260273967,0.027397260273967,0.6164383561643841,medium
WMT,2022-09-21,0.9634478193719219,0.21124708624708044,0.22137404580152026,15,3,0.2356233024288067,3,0.48091603053434684,0.2595419847328266,True,0.1286259541984689,0.27862595419847974,0.2595419847328266,0.2595419847328266,0.7786259541984797,small
WMT,2022-09-26,1.5893886074480894,0.5177007993909455,0.33090024330900464,10,2,0.35418275990721626,3,0.4160583941605776,0.08515815085157293,True,0.01909975669100226,0.16909975669099533,0.08515815085157293,0.08515815085157293,0.6690997566909953,big
WMT,2022-09-28,1.5737755258713433,0.48371249338675437,0.312195121951225,16,6,0.23025375638565052,3,0.7170731707317027,0.4048780487804778,True,0.037804878048773624,0.18780487804877502,0.4048780487804778,0.4048780487804778,0.687804878048775,big
WMT,2022-09-28,0.9591689729688857,0.518212542245586,0.5454545454545373,21,8,0.20775025122634033,3,0.5849802371541506,0.03952569169961327,True,0.19545454545452717,0.04545454545452605,0.03952569169961327,0.03952569169961327,0.4545454545454627,small
WMT,2022-10-03,1.450387537410779,0.31013615733736505,0.2169312169312167,12,3,0.2973531299774777,2,1.0476190476190497,0.830687830687833,True,0.1330687830687803,0.2830687830687833,0.830687830687833,0.830687830687833,0.7830687830687834,big
WMT,2022-10-11,1.3252555850056795,0.44095665171898607,0.3371428571428591,24,2,0.1767142277032964,4,0.5371428571428558,0.19999999999999676,True,0.012857142857147405,0.1628571428571409,0.19999999999999676,0.19999999999999676,0.6628571428571409,big
WMT,2022-10-13,2.137084239975132,0.9358593928327004,0.44727272727273387,10,2,0.2898206868548488,2,1.0799999999999996,0.6327272727272657,True,0.09727272727273183,0.052727272727266114,0.6327272727272657,0.6327272727272657,0.5527272727272661,huge
WMT,2022-10-13,1.0952236081533295,0.5868191393319299,0.5416666666666683,8,6,0.1747528448098229,2,1.0,0.4583333333333317,True,0.19166666666667423,0.04166666666666831,0.4583333333333317,0.4583333333333317,0.4583333333333317,medium
WMT,2022-10-21,1.0167992926613583,0.4011670313639555,0.3985507246376701,13,7,0.19137168732049142,2,1.0036231884057938,0.6050724637681237,True,0.048550724637666,0.10144927536232988,0.6050724637681237,0.6050724637681237,0.6014492753623298,medium
WMT,2022-10-28,1.0227999147666722,0.3304506784785199,0.3263888888888886,6,3,0.18999429689366157,1,1.0,0.6736111111111114,True,0.023611111111105466,0.17361111111111138,0.6736111111111114,0.6736111111111114,0.6736111111111114,medium
WMT,2022-11-02,1.205498766302438,1.9643354694901038,1.649122807017532,8,16,0.09753046065537263,3,0.8187134502923972,0.5497076023391774,False,1.2991228070175331,1.149122807017524,0.830409356725135,0.830409356725135,0.6491228070175322,medium
WMT,2022-11-11,1.255618177926817,0.5002466004368407,0.403409090909091,13,9,0.24172897829299714,2,0.9431818181818059,0.5397727272727149,True,0.053409090909086965,0.09659090909090093,0.5397727272727149,0.5397727272727149,0.596590909090909,big
WMT,2022-11-11,1.2318584070796526,0.30771382614168663,0.25287356321838816,17,2,0.15744031345547643,2,1.04597701149426,0.7931034482758716,True,0.09712643678161509,0.24712643678161184,0.7931034482758716,0.7931034482758716,0.7471264367816118,medium
WMT,2022-11-15,1.9022107690220929,1.4341330316440775,0.7682709447415291,8,17,0.5985222211913369,2,0.9607843137254951,0.192513368983966,True,0.4182709447415246,0.26827094474153423,0.192513368983966,0.192513368983966,0.23172905525847085,huge
WMT,2022-12-20,1.3632211369545342,0.48526863084921223,0.3608247422680358,14,7,0.1374587624729204,3,0.6907216494845386,0.32989690721650283,True,0.010824742268034334,0.1391752577319642,0.32989690721650283,0.32989690721650283,0.6391752577319642,big
WMT,2023-01-23,1.7487000498611103,0.5005425461164223,0.29124236252545815,19,11,0.13063348075978712,3,0.5519348268839034,0.26069246435844523,True,0.05875763747454127,0.20875763747453605,0.26069246435844523,0.26069246435844523,0.7087576374745418,huge
WMT,2023-01-27,1.2570224719101066,0.5478882030653943,0.44134078212290256,20,10,0.1516934981053313,2,0.9776536312849206,0.536312849162018,True,0.09134078212290493,0.05865921787708952,0.536312849162018,0.536312849162018,0.5586592178770975,big
WMT,2023-02-01,1.452615406103787,0.32353548564741436,0.22596153846153655,8,2,0.12372415007857301,2,1.0,0.7740384615384635,True,0.1240384615384655,0.2740384615384566,0.7740384615384635,0.7740384615384635,0.7740384615384635,big
WMT,2023-02-21,2.417567193128277,0.5410889414947466,0.229226361031515,9,3,0.32257488906572285,3,1.0143266475644732,0.7851002865329583,True,0.12077363896848459,0.27077363896848095,0.7851002865329583,0.7851002865329583,0.7707736389684849,huge
WMT,2023-02-24,0.8687879871290694,0.43951369935845497,0.5102880658436237,8,6,0.20751026452756013,2,1.1234567901234611,0.6131687242798374,True,0.1602880658436202,0.010288065843612013,0.6131687242798374,0.6131687242798374,0.4897119341563763,small
WMT,2023-02-24,0.9120475113122115,0.5149583128984694,0.5697674418604571,25,9,0.11921628754057909,5,0.5348837209302341,0.011627906976733682,True,0.21976744186044725,0.06976744186044616,0.03488372093022308,0.03488372093022308,0.4302325581395428,small
WMT,2023-03-16,1.166497609042157,0.5980090238487488,0.5186335403726805,8,9,0.15695813875859052,2,1.0062111801242357,0.48757763975155516,True,0.16863354037267433,0.018633540372671686,0.48757763975155516,0.48757763975155516,0.4813664596273195,medium
WMT,2023-04-06,0.8825889275207228,0.14249734888653462,0.16287878787879131,27,2,0.20921634172361778,3,0.6969696969696911,0.5340909090908998,True,0.18712121212120222,0.3371212121212087,0.5340909090908998,0.5340909090908998,0.8371212121212087,small
WMT,2023-05-05,0.6358036956089671,0.22375781507073053,0.35416666666664814,8,3,0.14889941857830846,2,1.2343750000000286,0.8802083333333806,True,0.004166666666657045,0.14583333333335183,0.8802083333333806,0.8802083333333806,0.6458333333333518,small
WMT,2023-05-18,0.9493987141477139,0.8018743400211215,0.852631578947364,7,6,0.21479596284518193,2,0.9543859649122827,0.10175438596491865,True,0.502631578947366,0.352631578947364,0.10175438596491865,0.10175438596491865,0.14736842105263598,small
WMT,2023-05-19,0.870322019147073,0.7765314926660832,0.9000000000000021,14,10,0.25520352877045516,3,0.9769230769230758,0.07692307692307356,True,0.5500000000000098,0.39999999999999125,0.07692307692307356,0.07692307692307356,0.09999999999999781,small
WMT,2023-05-30,1.0365183964854414,0.39065153882735826,0.38079470198674975,8,7,0.11111764207217183,3,0.40397350993376746,0.023178807947017748,True,0.030794701986742203,0.11920529801325026,0.023178807947017748,0.023178807947017748,0.6192052980132503,medium
