ticker,has_res,level_dist_atr,age_bars,touches,res_drop_dep,res_drop_spd,reached,stalled,broke,short,cont_atr,apex_at_res,apex_placebo
AAPL,True,1.0838730576674958,1250.0,2.0,0.9822646657571609,0.327421555252387,True,False,True,False,10.588606024905873,True,True
AAPL,True,1.4880598485118433,212.0,1.0,0.2498374345460208,0.2498374345460208,True,False,True,False,2.1433522588657223,True,False
AAPL,True,1.2182946448677272,9.0,2.0,0.29380249559297045,0.09793416519765681,True,False,True,False,7.365144898518641,False,False
AAPL,True,1.7107970288065402,334.0,1.0,0.392866903525565,0.056123843360795005,True,False,True,False,14.794506124110141,True,True
AAPL,True,1.0265029749489027,1041.0,4.0,0.8180755746007138,0.08180755746007137,True,False,True,False,2.3408105223133986,True,True
AAPL,True,1.2989403425224988,878.0,2.0,0.38956751403101686,0.12985583801033895,True,False,True,False,7.56168842254177,True,True
AAPL,True,1.4790124017062438,1651.0,4.0,1.160503540519283,0.05802517702596414,True,False,True,False,10.702671561437585,True,False
AAPL,True,1.301112340278213,706.0,4.0,0.8807748118651358,0.12582497312359084,True,False,True,False,10.310965535322973,True,True
AAPL,True,1.1698447081746128,1141.0,3.0,0.38956751403101686,0.12985583801033895,True,False,True,False,2.502579185841915,True,True
AAPL,True,1.0258708765692377,1181.0,5.0,0.7952939629958315,0.08836599588842574,True,False,True,False,0.9396632398827274,True,True
AAPL,True,1.0390435190304064,1618.0,5.0,0.947647448641489,0.06768910347439207,True,False,True,False,4.743459543399587,True,True
AAPL,True,1.0440691519493197,227.0,3.0,1.4652862765851906,0.29305725531703813,True,False,True,False,4.227835578263938,True,True
AAPL,True,1.2101390870762756,1711.0,6.0,0.6849768365320957,0.04281105228325598,True,False,True,False,3.3553856505296875,True,True
AAPL,True,1.1908169634848997,1891.0,5.0,0.4005515792238396,0.08011031584476792,True,False,True,False,2.8033816015374167,True,True
AAPL,True,1.082988426657834,139.0,8.0,0.5671816937218699,0.11343633874437399,True,False,True,False,4.191566317990574,True,True
AAPL,True,1.1433229423239943,42.0,3.0,0.3689563348198458,0.1229854449399486,True,False,True,False,2.2426719253278136,True,False
AAPL,True,1.1886220909892073,778.0,3.0,0.9213641307825182,0.1023737923091687,True,False,True,False,4.566811191695455,False,False
AAPL,True,2.033172254153478,35.0,1.0,0.537533595849749,0.13438339896243726,True,False,True,False,6.997895200342042,False,False
