period,n,mean,std,pct_positive,p5,p95
reference (2024-06-15->2025-06-14),139401,-0.003980487390345767,0.10361974444836505,0.4995588266942131,-0.1301829022216441,0.10536054214877982
OOS (2025-06-15->2026-06-14),292801,9.900078221467891e-05,0.10807503903300947,0.5067195808757484,-0.1262937175531516,0.1198913276532954
