scan_date,ts,ticker,method,name,direction,mr_score,mr_oversold,confluence_n,above_ema200,rsi,cc_ret,base_n,base_avg_fwd5,base_win5,conviction,needs_5m_confirm,explained_by,liq_tier,entry_px,exp_firstleg_pct,target_px,exp_firstleg_bars,retrace_frac,add_dip_px,exp_wholerun_pct,base_scope
2026-06-26,2026-06-26,CTSH,candlestick,bullish_harami,long,2.88703061836309,1,3,0,25.034240183196545,2.2477579032436967,67700,0.619,54.7,2.282,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +2.89; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,40.029998779296875,9.185,43.7068,5,0.78,40.8389,14.425,tier
2026-06-26,2026-06-26,NVDA,mean_reversion,mr_oversold,long,1.1892614478544394,1,4,1,37.494577440742084,-1.6399339040476746,113263,0.674,55.8,2.228,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.19; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,192.52999877929688,9.185,210.2139,5,0.78,196.4205,14.425,tier
2026-06-26,2026-06-26,MCHP,mean_reversion,mr_oversold,long,1.1785886029517323,1,4,1,43.49215020243878,-6.576712984245036,113263,0.674,55.8,2.223,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.18; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,87.93000030517578,9.185,96.0064,5,0.78,89.7068,14.425,tier
2026-06-26,2026-06-26,INTU,mean_reversion,mr_oversold,long,2.1486532175369177,1,4,0,36.85777627829684,4.959420368230516,113263,0.674,55.8,2.211,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +2.15; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,267.7200012207031,9.185,292.3101,5,0.78,273.1298,14.425,tier
2026-06-26,2026-06-26,KLAC,mean_reversion,mr_oversold,long,2.116452907130683,1,4,0,29.866659982720222,-3.9258071416324647,113263,0.674,55.8,2.198,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +2.12; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,248.63999938964844,9.185,271.4776,5,0.78,253.6643,14.425,tier
2026-06-29,2026-06-29,AAPL,mean_reversion,mr_oversold,long,1.0907082138531916,1,4,1,38.93614009157185,-1.25801935991805,113263,0.674,55.8,2.188,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.09; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,280.2099914550781,9.185,305.9473,5,0.78,285.8722,14.425,tier
2026-06-26,2026-06-26,KEYS,move,significant_drop,long,0.9071474250939512,0,2,1,42.79188084674736,-8.720767124755247,9930,0.979,54.8,2.135,True,"[tier] base 9930x avg5 +0.98% win 55%; mr +0.91; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,328.6600036621094,9.185,358.8474,5,0.78,335.3012,14.425,tier
2026-06-26,2026-06-26,TXN,mean_reversion,mr_oversold,long,1.2080377628439842,1,3,1,44.695196618723465,-8.460281931099821,113263,0.674,55.8,2.085,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.21; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,285.42999267578125,9.185,311.6467,5,0.78,291.1977,14.425,tier
2026-06-26,2026-06-26,NKE,mean_reversion,mr_oversold,long,1.679072452159769,1,4,0,35.165819592481625,-0.3667518833318284,113263,0.674,55.8,2.023,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.68; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,40.75,9.185,44.4929,5,0.78,41.5734,14.425,tier
2026-06-29,2026-06-29,AVGO,mean_reversion,mr_oversold,long,1.2845890558688227,1,2,1,41.76971852058528,1.4780066006324644,113263,0.674,55.8,1.966,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.28; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,370.4150085449219,9.185,404.4376,5,0.78,377.9,14.425,tier
2026-06-26,2026-06-26,MSCI,mean_reversion,mr_oversold,long,1.3959487254159517,1,4,0,35.673364228514345,1.889594915799253,113263,0.674,55.8,1.91,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.40; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,554.8499755859375,9.185,605.8129,5,0.78,566.0618,14.425,tier
2026-06-26,2026-06-26,WMT,mean_reversion,mr_oversold,long,1.2676844366589195,1,4,0,37.301743407636685,-0.07773047058169391,113263,0.674,55.8,1.859,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.27; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,115.69000244140625,9.185,126.3161,5,0.78,118.0277,14.425,tier
2026-06-29,2026-06-29,ADI,mean_reversion,mr_oversold,long,1.0190640335443046,1,2,1,44.983637457438945,1.8350536394287964,113263,0.674,55.8,1.859,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.02; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,394.010009765625,9.185,430.1998,5,0.78,401.9718,14.425,tier
2026-06-29,2026-06-29,BLK,mean_reversion,mr_oversold,long,1.6166782919540177,1,3,0,30.56527127040394,-1.6492037832419704,113263,0.674,55.8,1.849,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.62; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,948.7999877929688,9.185,1035.9473,5,0.78,967.9724,14.425,tier
2026-06-26,2026-06-26,MSCI,candlestick,bullish_harami,long,1.3959487254159517,1,4,0,35.673364228514345,1.889594915799253,67700,0.619,54.7,1.836,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +1.40; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,554.8499755859375,9.185,605.8129,5,0.78,566.0618,14.425,tier
2026-06-26,2026-06-26,FANG,candlestick,inverted_hammer,long,0.8835708468309318,0,3,1,36.6060679429336,-1.4461787704818208,37933,0.551,54.3,1.802,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +0.88; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,179.91000366210938,9.185,196.4347,5,0.78,183.5454,14.425,tier
2026-06-26,2026-06-26,CVX,mean_reversion,mr_oversold,long,1.1115378008245782,1,4,0,32.695639652663544,-0.6850951561408025,113263,0.674,55.8,1.796,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.11; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,171.05999755859375,9.185,186.7719,5,0.78,174.5166,14.425,tier
2026-06-29,2026-06-29,ADI,candlestick,bullish_harami,long,1.0190640335443046,1,2,1,44.983637457438945,1.8350536394287964,67700,0.619,54.7,1.785,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +1.02; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,394.010009765625,9.185,430.1998,5,0.78,401.9718,14.425,tier
2026-06-26,2026-06-26,COP,mean_reversion,mr_oversold,long,1.0287358333511492,1,4,0,33.46679261282094,-0.42289687261514164,113263,0.674,55.8,1.763,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.03; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,105.95999908447266,9.185,115.6924,5,0.78,108.1011,14.425,tier
2026-06-26,2026-06-26,MCD,mean_reversion,mr_oversold,long,1.3394436734953106,1,3,0,39.88016118099081,1.973236959284641,113263,0.674,55.8,1.738,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.34; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,269.760009765625,9.185,294.5375,5,0.78,275.2111,14.425,tier
2026-06-26,2026-06-26,GM,candlestick,inverted_hammer,long,0.7047212961561119,0,3,1,44.13564450168478,-0.5475618386093006,37933,0.551,54.3,1.73,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +0.70; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,78.0999984741211,9.185,85.2735,5,0.78,79.6782,14.425,tier
2026-06-26,2026-06-26,XLC,mean_reversion,mr_oversold,long,1.2788265737985738,1,3,0,28.845199160256485,0.5682879936687257,113263,0.674,55.8,1.713,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.28; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,106.18000030517578,9.185,115.9326,5,0.78,108.3256,14.425,tier
2026-06-29,2026-06-29,AVGO,candlestick,hammer,long,1.2845890558688227,1,2,1,41.76971852058528,1.4780066006324644,39299,0.454,53.9,1.703,True,"[tier] base 39299x avg5 +0.45% win 54%; mr +1.28; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,370.4150085449219,9.185,404.4376,5,0.78,377.9,14.425,tier
2026-06-26,2026-06-26,MSFT,mean_reversion,mr_oversold,long,1.564687555623787,1,2,0,40.434553325026386,5.708135763656941,113263,0.674,55.8,1.678,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.56; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,372.9700012207031,9.185,407.2273,5,0.78,380.5066,14.425,tier
2026-06-29,2026-06-29,ADBE,mean_reversion,mr_oversold,long,1.4633511246674988,1,2,0,39.50117785681469,1.487199454046495,113263,0.674,55.8,1.637,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.46; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,205.7449951171875,9.185,224.6427,5,0.78,209.9025,14.425,tier
2026-06-26,2026-06-26,XOM,mean_reversion,mr_oversold,long,1.082166441945659,1,3,0,33.875067728620266,-0.7342855276018745,113263,0.674,55.8,1.635,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.08; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,136.5399932861328,9.185,149.0812,5,0.78,139.2991,14.425,tier
2026-06-26,2026-06-26,KR,mean_reversion,mr_oversold,long,1.4221585977364135,1,2,0,35.27537872686558,-0.0692416742433477,113263,0.674,55.8,1.621,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.42; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,57.72999954223633,9.185,63.0325,5,0.78,58.8965,14.425,tier
2026-06-26,2026-06-26,SLB,mean_reversion,mr_oversold,long,1.0410193654565572,1,3,0,29.11097815296573,-0.8856984081883956,113263,0.674,55.8,1.618,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.04; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,47.0,9.185,51.3169,5,0.78,47.9497,14.425,tier
2026-06-26,2026-06-26,OXY,mean_reversion,mr_oversold,long,1.0108626806331957,1,3,0,29.834439183519024,-2.3823421749987417,113263,0.674,55.8,1.606,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.01; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,49.9900016784668,9.185,54.5816,5,0.78,51.0002,14.425,tier
2026-06-26,2026-06-26,XLC,candlestick,inverted_hammer,long,1.2788265737985738,1,3,0,28.845199160256485,0.5682879936687257,37933,0.551,54.3,1.56,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +1.28; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,106.18000030517578,9.185,115.9326,5,0.78,108.3256,14.425,tier
2026-06-26,2026-06-26,LHX,mean_reversion,mr_oversold,long,1.1796376391944061,1,2,0,41.17230666149945,0.9462120789831108,113263,0.674,55.8,1.524,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.18; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,291.25,9.185,318.0013,5,0.78,297.1353,14.425,tier
2026-06-26,2026-06-26,HAL,candlestick,tweezer_bottom,long,0.8817108835051211,0,3,1,30.581888735838447,-1.3267929298152903,81662,0.285,53.0,1.505,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.88; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,34.209999084472656,9.185,37.3522,5,0.78,34.9013,14.425,tier
2026-06-26,2026-06-26,SNPS,mean_reversion,mr_oversold,long,1.1285581279524712,1,2,0,41.929764906155626,-0.14944237444496355,113263,0.674,55.8,1.503,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.13; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,454.3399963378906,9.185,496.0711,5,0.78,463.5208,14.425,tier
2026-06-26,2026-06-26,META,mean_reversion,mr_oversold,long,1.0733236587587898,1,2,0,37.38451272984231,1.3594423985837434,113263,0.674,55.8,1.481,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.07; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,550.25,9.185,600.7905,5,0.78,561.3689,14.425,tier
2026-06-26,2026-06-26,SPGI,mean_reversion,mr_oversold,long,1.0466388682066905,1,2,0,46.108754605006176,3.2950317687405084,113263,0.674,55.8,1.471,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.05; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,408.1600036621094,9.185,445.6495,5,0.78,416.4077,14.425,tier
2026-06-26,2026-06-26,COST,mean_reversion,mr_oversold,long,1.0222857058633268,1,2,0,41.03034488993337,1.0931384678765976,113263,0.674,55.8,1.461,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.02; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,952.5399780273438,9.185,1040.0308,5,0.78,971.788,14.425,tier
2026-06-26,2026-06-26,ISRG,mean_reversion,mr_oversold,long,1.0141336257332683,1,2,0,41.334436401639806,1.2534738760095587,113263,0.674,55.8,1.458,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.01; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,404.70001220703125,9.185,441.8717,5,0.78,412.8778,14.425,tier
2026-06-26,2026-06-26,CRM,mean_reversion,mr_oversold,long,1.2932362899843495,1,1,0,41.24526120460118,5.446429551109788,113263,0.674,55.8,1.419,True,"[tier] base 113263x avg5 +0.67% win 56%; mr +1.29; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,158.3699951171875,9.185,172.9163,5,0.78,161.5702,14.425,tier
2026-06-26,2026-06-26,META,candlestick,bullish_harami,long,1.0733236587587898,1,2,0,37.38451272984231,1.3594423985837434,67700,0.619,54.7,1.407,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +1.07; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,550.25,9.185,600.7905,5,0.78,561.3689,14.425,tier
2026-06-26,2026-06-26,F,candlestick,inverted_hammer,long,0.4469928274437516,0,1,1,47.67377378299696,0.14174669206463708,37933,0.551,54.3,1.327,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +0.45; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,14.130000114440918,9.185,15.4278,5,0.78,14.4155,14.425,tier
2026-06-26,2026-06-26,MCD,candlestick,tweezer_bottom,long,1.3394436734953106,1,3,0,39.88016118099081,1.973236959284641,81662,0.285,53.0,1.288,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +1.34; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,269.760009765625,9.185,294.5375,5,0.78,275.2111,14.425,tier
2026-06-26,2026-06-26,PSX,candlestick,inverted_hammer,long,0.34368981792822323,0,1,1,46.397473851116075,-0.06404320788866436,37933,0.551,54.3,1.286,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +0.34; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,171.64999389648438,9.185,187.416,5,0.78,175.1185,14.425,tier
2026-06-29,2026-06-29,BKR,candlestick,inverted_hammer,long,0.9062698608453242,0,2,0,32.18451540780133,-0.3889696169756762,37933,0.551,54.3,1.261,True,"[tier] base 37933x avg5 +0.55% win 54%; mr +0.91; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,56.34000015258789,9.185,61.5148,5,0.78,57.4785,14.425,tier
2026-06-26,2026-06-26,SNPS,candlestick,hammer,long,1.1285581279524712,1,2,0,41.929764906155626,-0.14944237444496355,39299,0.454,53.9,1.24,True,"[tier] base 39299x avg5 +0.45% win 54%; mr +1.13; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,454.3399963378906,9.185,496.0711,5,0.78,463.5208,14.425,tier
2026-06-26,2026-06-26,FCX,candlestick,tweezer_bottom,long,0.582551196509617,0,2,1,43.58865193079702,-0.5573224177916059,81662,0.285,53.0,1.236,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.58; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,62.45000076293945,9.185,68.186,5,0.78,63.7119,14.425,tier
2026-06-26,2026-06-26,PEP,candlestick,bullish_harami,long,0.9804767467541285,0,1,0,42.0306018581565,1.3403060922616339,67700,0.619,54.7,1.219,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +0.98; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,141.38999938964844,9.185,154.3767,5,0.78,144.2471,14.425,tier
2026-06-26,2026-06-26,DXCM,candlestick,bullish_engulfing,long,0.53636117063223,0,1,1,48.68868658175652,2.170426555938021,71579,0.3,52.5,1.08,True,"[tier] base 71579x avg5 +0.30% win 52%; mr +0.54; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,70.13999938964844,9.185,76.5824,5,0.78,71.5573,14.425,tier
2026-06-26,2026-06-26,ELV,candlestick,tweezer_bottom,long,0.18335696446301533,0,2,1,51.91579678515018,2.029325932802384,81662,0.285,53.0,1.076,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.18; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,395.17999267578125,9.185,431.4773,5,0.78,403.1654,14.425,tier
2026-06-26,2026-06-26,SCHW,candlestick,bullish_harami,long,0.17232081157202186,0,2,0,50.26966599645259,1.3752187991551645,67700,0.619,54.7,1.046,True,"[tier] base 67700x avg5 +0.62% win 55%; mr +0.17; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,90.66999816894531,9.185,98.998,5,0.78,92.5022,14.425,tier
2026-06-26,2026-06-26,META,candlestick,tweezer_bottom,long,1.0733236587587898,1,2,0,37.38451272984231,1.3594423985837434,81662,0.285,53.0,1.032,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +1.07; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,550.25,9.185,600.7905,5,0.78,561.3689,14.425,tier
2026-06-26,2026-06-26,ISRG,candlestick,bullish_engulfing,long,1.0141336257332683,1,2,0,41.334436401639806,1.2534738760095587,71579,0.3,52.5,1.021,True,"[tier] base 71579x avg5 +0.30% win 52%; mr +1.01; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,404.70001220703125,9.185,441.8717,5,0.78,412.8778,14.425,tier
2026-06-26,2026-06-26,ISRG,candlestick,tweezer_bottom,long,1.0141336257332683,1,2,0,41.334436401639806,1.2534738760095587,81662,0.285,53.0,1.008,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +1.01; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,404.70001220703125,9.185,441.8717,5,0.78,412.8778,14.425,tier
2026-06-29,2026-06-29,BKR,candlestick,tweezer_bottom,long,0.9062698608453242,0,2,0,32.18451540780133,-0.3889696169756762,81662,0.285,53.0,0.965,True,"[tier] base 81662x avg5 +0.29% win 53%; mr +0.91; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,56.34000015258789,9.185,61.5148,5,0.78,57.4785,14.425,tier
2026-06-26,2026-06-26,V,structure,double_bottom,long,-0.4199902736684047,0,3,1,61.297338366108434,1.7275874871277574,42124,0.233,52.8,0.929,True,"[tier] base 42124x avg5 +0.23% win 53%; mr -0.42; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,336.2300109863281,9.185,367.1127,5,0.78,343.0242,14.425,tier
2026-06-26,2026-06-26,KO,candlestick,morning_star,long,-0.6951689203429828,0,3,1,60.656370545882226,2.748071542889008,16556,0.341,51.9,0.926,True,"[tier] base 16556x avg5 +0.34% win 52%; mr -0.70; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,82.62999725341797,9.185,90.2196,5,0.78,84.2997,14.425,tier
2026-06-26,2026-06-26,SBUX,structure,bull_flag,long,-0.698239198006378,0,3,1,60.98810869468985,1.3958848011757397,19021,0.335,52.2,0.92,True,"[tier] base 19021x avg5 +0.34% win 52%; mr -0.70; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,104.5999984741211,9.185,114.2075,5,0.78,106.7136,14.425,tier
2026-06-26,2026-06-26,IWM,candlestick,bullish_engulfing,long,-0.8811164327541624,0,3,1,62.930875922003885,0.3077792308337157,71579,0.3,52.5,0.813,True,"[tier] base 71579x avg5 +0.30% win 52%; mr -0.88; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,299.8299865722656,9.185,327.3694,5,0.78,305.8887,14.425,tier
2026-06-26,2026-06-26,IQV,structure,bull_flag,long,-0.6094113809313351,0,2,1,63.43105821853971,2.526421122623934,19021,0.335,52.2,0.806,True,"[tier] base 19021x avg5 +0.34% win 52%; mr -0.61; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,191.13999938964844,9.185,208.6962,5,0.78,195.0024,14.425,tier
2026-06-26,2026-06-26,CRM,candlestick,marubozu,long,1.2932362899843495,1,1,0,41.24526120460118,5.446429551109788,35468,0.135,50.7,0.805,True,"[tier] base 35468x avg5 +0.14% win 51%; mr +1.29; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,158.3699951171875,9.185,172.9163,5,0.78,161.5702,14.425,tier
2026-06-26,2026-06-26,IQV,candlestick,bullish_engulfing,long,-0.6094113809313351,0,2,1,63.43105821853971,2.526421122623934,71579,0.3,52.5,0.771,True,"[tier] base 71579x avg5 +0.30% win 52%; mr -0.61; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,191.13999938964844,9.185,208.6962,5,0.78,195.0024,14.425,tier
2026-06-26,2026-06-26,EXC,structure,double_bottom,long,-0.8545497042146568,0,3,1,61.87346505758415,1.3903775954628994,42124,0.233,52.8,0.755,True,"[tier] base 42124x avg5 +0.23% win 53%; mr -0.85; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,47.400001525878906,9.185,51.7537,5,0.78,48.3578,14.425,tier
2026-06-26,2026-06-26,PYPL,structure,hs_bottom,long,-0.3732850650189116,0,2,0,55.67229148045085,4.506842376766973,11955,0.522,55.1,0.727,True,"[tier] base 11955x avg5 +0.52% win 55%; mr -0.37; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,44.290000915527344,9.185,48.358,5,0.78,45.185,14.425,tier
2026-06-26,2026-06-26,UNH,structure,bull_flag,long,-1.229588721554609,0,3,1,71.54566723378518,2.974518303239404,19021,0.335,52.2,0.708,True,"[tier] base 19021x avg5 +0.34% win 52%; mr -1.23; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,427.8900146484375,9.185,467.1917,5,0.78,436.5364,14.425,tier
