scan_date,ts,ticker,method,name,direction,mr_score,mr_oversold,confluence_n,above_ema200,rsi,cc_ret,base_n,base_avg_fwd5,base_win5,conviction,needs_5m_confirm,explained_by,liq_tier,entry_px,exp_firstleg_pct,target_px,exp_firstleg_bars,retrace_frac,add_dip_px,exp_wholerun_pct,base_scope
2026-06-26,2026-06-26,V,structure,double_bottom,long,-0.4199902736684047,0,3,1,61.297338366108434,1.7275874871277574,42100,0.233,52.8,0.928,True,"[tier] base 42100x avg5 +0.23% win 53%; mr -0.42; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,336.2300109863281,9.185,367.1127,5,0.78,343.0242,14.425,tier
2026-06-26,2026-06-26,KO,candlestick,morning_star,long,-0.6951689203429828,0,3,1,60.656370545882226,2.748071542889008,16548,0.341,51.9,0.926,True,"[tier] base 16548x avg5 +0.34% win 52%; mr -0.70; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,82.62999725341797,9.185,90.2196,5,0.78,84.2997,14.425,tier
2026-06-26,2026-06-26,SBUX,structure,bull_flag,long,-0.698239198006378,0,3,1,60.98810869468985,1.3958848011757397,19007,0.334,52.2,0.92,True,"[tier] base 19007x avg5 +0.33% win 52%; mr -0.70; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,104.5999984741211,9.185,114.2075,5,0.78,106.7136,14.425,tier
2026-06-26,2026-06-26,IWM,candlestick,bullish_engulfing,long,-0.8811164327541624,0,3,1,62.930875922003885,0.3077792308337157,71523,0.3,52.5,0.813,True,"[tier] base 71523x avg5 +0.30% win 52%; mr -0.88; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,299.8299865722656,9.185,327.3694,5,0.78,305.8887,14.425,tier
2026-06-26,2026-06-26,IQV,structure,bull_flag,long,-0.6094113809313351,0,2,1,63.43105821853971,2.526421122623934,19007,0.334,52.2,0.805,True,"[tier] base 19007x avg5 +0.33% win 52%; mr -0.61; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,191.13999938964844,9.185,208.6962,5,0.78,195.0024,14.425,tier
2026-06-26,2026-06-26,CRM,candlestick,marubozu,long,1.2932362899843495,1,1,0,41.24526120460118,5.446429551109788,35446,0.135,50.7,0.804,True,"[tier] base 35446x avg5 +0.13% win 51%; mr +1.29; <200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,158.3699951171875,9.185,172.9163,5,0.78,161.5702,14.425,tier
2026-06-26,2026-06-26,BDX,structure,double_bottom,long,-0.7678854413553896,0,3,1,63.21581728508037,2.9990706432116543,42100,0.233,52.8,0.789,True,"[tier] base 42100x avg5 +0.23% win 53%; mr -0.77; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,155.9199981689453,9.185,170.2413,5,0.78,159.0707,14.425,tier
2026-06-26,2026-06-26,BMY,candlestick,marubozu,long,-0.5196516195488208,0,3,1,55.60016969165035,3.845461439945952,35446,0.135,50.7,0.779,True,"[tier] base 35446x avg5 +0.13% win 51%; mr -0.52; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,57.52000045776367,9.185,62.8032,5,0.78,58.6823,14.425,tier
2026-06-26,2026-06-26,IQV,candlestick,bullish_engulfing,long,-0.6094113809313351,0,2,1,63.43105821853971,2.526421122623934,71523,0.3,52.5,0.771,True,"[tier] base 71523x avg5 +0.30% win 52%; mr -0.61; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,191.13999938964844,9.185,208.6962,5,0.78,195.0024,14.425,tier
2026-06-26,2026-06-26,EXC,structure,double_bottom,long,-0.8545497042146568,0,3,1,61.87346505758415,1.3903775954628994,42100,0.233,52.8,0.755,True,"[tier] base 42100x avg5 +0.23% win 53%; mr -0.85; >200EMA; tier T1 tgt +9.2% (~5b), add-dip @78% retrace",T1,47.400001525878906,9.185,51.7537,5,0.78,48.3578,14.425,tier
